"offset","source","target","note"
"0xc770d","%s Army Div.","%s陸軍師團",""
"0xc771a","%-15s","","純格式符"
"0xc7720","%2d/%2d/%4d","","純格式符"
"0xc772d","R%c%s","","R 控制碼+純格式符，留空"
"0xc7737","FLEET","艦隊",""
"0xc773d","SUBMARINE","潛艇",""
"0xc7747","BASE A.F.","基地航空",""
"0xc7751","MARINES","陸戰隊",""
"0xc776e","B:Reserves(%3d)","B:預備(%3d)","Reserves=預備"
"0xc7782","B:Reserves(%3d)","B:預備(%3d)",""
"0xc7792","Please organize your warships.","請編成您的艦隊。","organize warships=編成艦隊"
"0xc77b1","Reserve","預備",""
"0xc77b9","At Home Port","在母港",""
"0xc77c6","%4s Fleet %-12s","%4s 艦隊 %-12s",""
"0xc77dd","%3s  %-16s %3d %3d %3d","","純格式符"
"0xc77f4","planes","飛機",""
"0xc77fb","scouts","偵察機",""
"0xc7802","Select an aircraft.","請選擇飛機。",""
"0xc7817","Will you assign a unit?","要配屬部隊嗎？",""
"0xc782f","There are no reserve %s.","沒有預備的%s。",""
"0xc7848","There are no reserve %s.","沒有預備的%s。",""
"0xc7868","FLEET","艦隊",""
"0xc786e","BASE A.F.","基地航空",""
"0xc7878","MARINES","陸戰隊",""
"0xc7880","ARMS","兵力","ARMS"
"0xc7885","BASE OP.","基地作戰","BASE OP."
"0xc789f","T\SWhat will you do?","T\S您要如何行動？","T\S 控制碼保留"
"0xc78b4","To which %s will you assign?","要配屬至哪支%s？",""
"0xc78d1","Select unit.","選擇部隊。",""
"0xc78de","FLEET","艦隊",""
"0xc78e4","SUBMARINE","潛艇",""
"0xc78ee","BASE A.F.","基地航空",""
"0xc78f8","MARINES","陸戰隊",""
"0xc7918","%s A.F.","%s航空","A.F. 簡化"
"0xc7920","%s Fleet","%s艦隊",""
"0xc7937"," %-12s","","純格式符"
"0xc793e","%-14s","","純格式符"
"0xc7944","%-17s","","純格式符"
"0xc794e","%4d  ","","純格式符"
"0xc795e"," %-12s","","純格式符"
"0xc7965","%-14s","","純格式符"
"0xc796b","%s A.F.","%s航空",""
"0xc7973","%s Army Div.","%s陸軍師團",""
"0xc7981","%-16s","","純格式符"
"0xc7987","%3d ","","純格式符"
"0xc798c","%3d  ","","純格式符"
"0xc799a","Poor","貧乏",""
"0xc799f","Avg.","普通",""
"0xc79a4","Rich","豐富",""
"0xc79c2","B1 %-17s","","B1 控制碼+純格式符，留空"
"0xc79cb","%3s(%4s) ","","純格式符"
"0xc79d5","%2d/%2d  %4s %4s","","純格式符"
"0xc7a03","success","成功",""
"0xc7a0b","failure","失敗",""
"0xc7a39"," %-12s","",""
"0xc7a48","B1 Officer     Nat.","B1 軍官     國籍","B1 控制碼保留；Officer/Nat. 標題列"
"0xc7a63"," %-12s","",""
"0xc7a6a","%2s ","",""
"0xc7a74","B1 Officer     Nat.","B1 軍官     國籍","同上"
"0xc7a88","NAVY","海軍",""
"0xc7a8d","ARMY","陸軍",""
"0xc7a92","ADMIRAL","提督","ADMIRAL 放不下『海軍上將』(8>7)，用提督"
"0xc7a9a","GENERAL","將軍",""
"0xc7ab9","UWhat would you like to do?","U您要執行什麼？","行首 U 為控制碼保留"
"0xc7ad6","DATA","資料",""
"0xc7adb","NAVY","海軍",""
"0xc7ae0","ARMY","陸軍",""
"0xc7ae5","NEW ARMS","新兵器",""
"0xc7b02","1. Occupy the enemy's capital.","1. 佔領敵國首都。",""
"0xc7b21","the U.S.A.","美國",""
"0xc7b2c","Japan","日本",""
"0xc7b32","to force %s to surrender.","迫使%s投降。","%s 保留"
"0xc7b4c","Occupation was successful.","佔領成功。",""
"0xc7b67","Occupation not accomplished.","未能完成佔領。",""
"0xc7b84","Enemy's current GNP is %d.","敵國目前GNP為%d。","GNP 保留英文縮寫"
"0xc7b9f","Your current base yield is %d.","我方基地目前產量為%d。",""
"0xc7bcc","C>H136Occupy","C>H136佔領","C>H136 視為控制碼保留"
"0xc7bd9","Defend","防衛",""
"0xc7be0","Destroy","破壞",""
"0xc7bf3","VVictory Condition","V勝利條件","行首 V 控制碼保留"
"0xc7c06","Current Status","目前狀態",""
"0xc7c1c","Operation Goals","作戰目標",""
"0xc7c2c","Enemy Goals","敵方目標",""
"0xc7c3d","Both","雙方",""
"0xc7c5c","Currently Unknown","目前不明",""
"0xc7c6f","Plains","平原",""
"0xc7c76","Town","城鎮",""
"0xc7c7b","Jungle","叢林",""
"0xc7c82","Mountains","山地",""
"0xc7cb2","%3d %-12s%3s  %-9s ","",""
"0xc7cd0","%d Un","%d 隊","Un=units 縮寫"
"0xc7cd6","%d Un","%d 隊",""
"0xc7cdc","%d Un","%d 隊",""
"0xc7ce2","%d Un","%d 隊",""
"0xc7ce8","%4s %4s","",""
"0xc7cf8"," CANCEL ALL DELEGATIONS"," 取消所有委任","保留一前導空白"
"0xc7d10","%-76s","",""
"0xc7d27","B1%2d ","",""
"0xc7d2f","%-12s ","",""
"0xc7d37","%-12s","",""
"0xc7d3d","%-12s","",""
"0xc7d43","%3d-%3d     ","",""
"0xc7d51","%36s","",""
"0xc7d65","%-7s%2s","",""
"0xc7d6d","%-7s  ","",""
"0xc7d74","There are no %s.","沒有%s。",""
"0xc7d85","fleets","艦隊",""
"0xc7d98","%-76s","",""
"0xc7da9"," %2s %-12s ","",""
"0xc7db5","%-5s","",""
"0xc7dbb","%-12s","",""
"0xc7dc1","%4d/%d%8d%9d","",""
"0xc7dd5","%3d/8  %-6s","",""
"0xc7de1","base A.F.","基地空軍","A.F.=Air Force；『基地航空隊』超長"
"0xc7df6"," %2s %-12s ","",""
"0xc7e02","%-5s","",""
"0xc7e08","%-12s ","",""
"0xc7e0f","%3d/%d%8d%9d","",""
"0xc7e20","None","無",""
"0xc7e25","%5s  %-8s","",""
"0xc7e2f","base A.F.","基地空軍","同上"
"0xc7e39","%-76s","",""
"0xc7e43","Army Div.","陸軍師團","Army Div."
"0xc7e51","B1%4s %-10s","",""
"0xc7e5d","%-6s","",""
"0xc7e63","%-14s","",""
"0xc7e69","%s Fleet","%s艦隊",""
"0xc7e72","%-12s","",""
"0xc7e85"," %4d%4d/1   %-10s","",""
"0xc7e97","unit","部隊",""
"0xc7ea4","B1%3d ","",""
"0xc7eab","%3s  ","",""
"0xc7eb2","%-12s","",""
"0xc7eb8","%s Fleet","%s艦隊",""
"0xc7ec1","%-12s","",""
"0xc7ed4","Infantry","步兵",""
"0xc7ee9","%-12s%4d %3s %-10s","",""
"0xc7efc","army division","陸軍師團","army division"
"0xc7f0a","%-76s","",""
"0xc7f1e","%2d ","",""
"0xc7f23","%-12s ","",""
"0xc7f2a","%-11s","",""
"0xc7f31","%-12s","",""
"0xc7f37","%-12s","",""
"0xc7f3d","%3d-%3d     ","",""
"0xc7f4a","%2d%3d%3d(%3d%%) ","",""
"0xc7f67","%-8s%2s","",""
"0xc7f6f","%-10s","",""
"0xc7f78","submarines","潛艇",""
"0xc7f83","NAVY A.F.","海軍航空","NAVY A.F.；『海軍航空隊』10>9 超長，縮為海軍航空"
"0xc7f8d","ARMY A.F.","陸軍航空","ARMY A.F."
"0xc7f97","MARINES","陸戰隊",""
"0xc7f9f","ARMY DIV.","陸軍師團","ARMY DIV."
"0xc7fa9","SUBMARINE","潛艇",""
"0xc7fc7","[FLEET","[艦隊","[ 為面板括號保留"
"0xc7fce","UNIT","單位",""
"0xc7fd3","BASE","基地",""
"0xc7fd8","POST","駐地","POST 語境不確定，取駐地"
"0xc7fdd","NATION","國家",""
"0xc7fe4","FOREIGN","外交",""
"0xc7fec","GOALS","目標",""
"0xc8018","B1U.S.A. Japan","B1美國   日本","B1 控制碼保留"
"0xc802c","JAPANESE","日本",""
"0xc8035","U.S.","美國",""
"0xc8041","R%c%s NAVY RESERVES","R%c%s海軍預備隊","R 控制碼保留"
"0xc8075","JAPANESE","日本",""
"0xc807e","U.S.","美國",""
"0xc808a","R%c%s ARMY RESERVES","R%c%s陸軍預備隊","R 控制碼保留"
"0xc80bd","Anti-air Radar","對空雷達",""
"0xc80cc","Seaborne Radar","對海雷達",""
"0xc80db","Gunnery Radar","射擊雷達",""
"0xc80e9","VT Fuse","VT信管","VT 保留"
"0xc80f1","Cryptograph","密碼機",""
"0xc8101","Oxygen Torpedo","氧氣魚雷",""
"0xc8110","Incendiary Bomb","燃燒彈",""
"0xc8120","Flame Thrower","火焰放射器",""
"0xc812e","Shipboard Rocket","艦載火箭",""
"0xc813f","Guided Missile","導引飛彈",""
"0xc8152","B1 NEW ARMS","B1 新兵器","B1 控制碼保留"
"0xc8161","Declare War","宣戰",""
"0xc816d","Enter War","參戰",""
"0xc8177","Mil. Pact","軍事同盟","Mil. Pact"
"0xc8181","Aid Pact","援助協定",""
"0xc818a","Betray Pact","背棄盟約",""
"0xc8196","Peace Pact","和平條約",""
"0xc81a1","Negotiations","談判",""
"0xc81c9","]At War","]交戰中","] 為面板括號保留"
"0xc81d1","Alliance","同盟",""
"0xc81f1","[ %-10s","",""
"0xc81f9","%-11s %-11s ","",""
"0xc8206","%-10s%3d  ","",""
"0xc821f","%-13s","",""
"0xc8231","Poor","貧乏","資源量 Poor"
"0xc8236","Avg.","普通","Avg."
"0xc823b","Rich","豐富",""
"0xc8269"," %2s %-12s","",""
"0xc8274","Home","本土",""
"0xc8279","Cap.","首都","Cap.=Capital"
"0xc8283","Navy","海軍",""
"0xc8288","Army","陸軍",""
"0xc8291"," %-4s%-5s","",""
"0xc829b","%2d/%2d %-5s%-7s","",""
"0xc82ad","%27s","",""
"0xc82b2","%5d/%5d ","",""
"0xc82bb","%5d%5d%5d","",""
"0xc82cc","%s Class","%s級","艦級"
"0xc82dc","%3s %-18s","",""
"0xc82ea","B<%10s","",""
"0xc82f5","B5%d","",""
"0xc8307","B=%2d","",""
"0xc8325","high gun","高角砲","high gun"
"0xc832e","amphibious gun","水陸兩用砲","amphibious gun"
"0xc833d","tube","雷管","tube=魚雷發射管，僅 4 bytes 可用"
"0xc8342","!_H_%_L_._P_=_B^","",""
"0xc8353","%2d.%dcm %s%s x%d","",""
"0xc836e","C7%s %s %s","",""
"0xc8383","C7%s","",""
"0xc83d5","C7%s","",""
"0xc83e1","%-16s","",""
"0xc83ee","%-14s","",""
"0xc840f","B0%s","",""
"0xc841b","%-10s","",""
"0xc843f","tank gun","戰車砲",""
"0xc8459","%5s%3d.%dmm %s%s x%d","",""
"0xc8472","B0%s","",""
"0xc847e"," Class","級","『 Class』接於艦名後，如 大和級"
"0xc8485","%-18s","",""
"0xc84a2","%2d.%dcm %s%s x%d","",""
"0xc84bd","C7%s  %s","",""
"0xc84d5","C7%s","",""
"0xc84de","B0%s","",""
"0xc84e7","B0%s","",""
"0xc84ec","Which country's information?","要查詢哪國的情報？",""
"0xc8509","JAPAN","日本",""
"0xc850f","U.S.A.","美國",""
"0xc8516","OTHER","其他",""
"0xc8525","aD_%-12s ","",""
"0xc852f","%-3s ","",""
"0xc8535","%3s ","",""
"0xc853a","%2d%5d%5d%5d","",""
"0xc8547","%4d/%2d%3d/%2d%4d%3d/%2d ","",""
"0xc8565","B1%3d ","",""
"0xc8577","%4s Fleet","%4s艦隊",""
"0xc8581","Currently Unknown","目前不明",""
"0xc8593","Ship In Service","現役艦艇","Ship In Service"
"0xc85a3","%-12s ","",""
"0xc85aa","%-3s ","",""
"0xc85b0","%3s ","",""
"0xc85b5","%2d%5d%5d%5d","",""
"0xc85c2","%5d%6d%4d/%2d%4d%3d/%2d","",""
"0xc85de","B1%3d ","","純格式符"
"0xc85e5"," %2d mo"," %2d 月","mo=月"
"0xc85ed","warships in production","建造中的軍艦",""
"0xc8612","%3d ","","純格式符"
"0xc8617","sunken warship","沉沒軍艦",""
"0xc862a","B1 %2d ","","純格式符"
"0xc8632","%-13s","","純格式符"
"0xc8638","%-12s","","純格式符"
"0xc863e","%d%6d%4d%5d","","純格式符"
"0xc864a","%4d mo","%4d 月","mo=月"
"0xc8651","submarines in production","建造中的潛艇",""
"0xc866a","WARSHIP","軍艦",""
"0xc8672","SUBMARINE","潛艇",""
"0xc8686","IN SERVICE","服役中",""
"0xc8691","BUILDING","建造中",""
"0xc869a","SUNK","沉沒",""
"0xc869f","WARSHIP","軍艦",""
"0xc86a7","AIRCRAFT","航空機","航空兵力統計"
"0xc86b0","TANK","戰車",""
"0xc86b5","SUBMARINE","潛艇",""
"0xc86ef","Saving...","儲存中…",""
"0xc8713","C%cOFF","C%c關","OFF=關"
"0xc8730","C%cOFF","C%c關","OFF=關"
"0xc8748"," ENTER"," 確定",""
"0xc874f","END GAME","結束遊戲",""
"0xc8758","START OVER","重新開始",""
"0xc876b","bDo you really want to quit?","b確定要結束遊戲嗎？","保留行首控制碼 b"
"0xc8788","Return to the beginning?","要重新開始嗎？",""
"0xc87db","C7%-18s","","純格式符"
"0xc87eb","C2JAPAN","C2日本",""
"0xc87f4","C1USA","C1美","USA 長度限制簡稱美"
"0xc87fa"," ENTER "," 確定 ",""
"0xc8802","SAVE","存檔",""
"0xc8807","QUIT","結束",""
"0xc880c","SET-UP","設定",""
"0xc8813","DIFFICULTY","難度",""
"0xc8820","  debug    ","","debug 技術字串"
"0xc8841","dFd dfcCanceling delegated orders.","dFd dfc取消委任命令。","保留行首控制碼 dFd dfc"
"0xc8864"," Select a fleet"," 選擇艦隊",""
"0xc8889","%4s Fleet","%4s艦隊",""
"0xc8893"," Command"," 命令",""
"0xc889c"," SAIL"," 出航",""
"0xc88a2"," DRILL"," 訓練",""
"0xc88a9"," ORGANIZE"," 編成",""
"0xc88b3"," ESCORT"," 護衛",""
"0xc88bb"," RE-ARM"," 再武裝",""
"0xc88c3"," ORDER"," 命令",""
"0xc88ca"," INFO"," 情報",""
"0xc88d0"," Command"," 命令",""
"0xc88d9"," FIX","修理","長度限制省去前導空白"
"0xc88de"," ORGANIZE"," 編成",""
"0xc88e8"," SUPPLY"," 補給",""
"0xc88f0"," DEBARK"," 登陸",""
"0xc88f8"," DEPART"," 出發",""
"0xc8900"," ORDER"," 命令",""
"0xc8907"," INFO"," 情報",""
"0xc890f"," Command"," 命令",""
"0xc8918"," DRILL"," 訓練",""
"0xc891f"," BOMB"," 轟炸",""
"0xc8925"," ORGANIZE"," 編成",""
"0xc892f"," ASSIGN"," 配屬",""
"0xc8937"," ESCORT"," 護衛",""
"0xc893f"," RE-ARM"," 再武裝",""
"0xc8947"," ORDER"," 命令",""
"0xc894e"," INFO"," 情報",""
"0xc8956"," Division"," 師團",""
"0xc8960","Ve.f","","技術字串"
"0xc8978","%4s Marines","%4s陸戰隊",""
"0xc8984","%4s Army Div.","%4s陸軍師團",""
"0xc8992","%4s %s","","純格式符"
"0xc8999","%4s Army Div.","%4s陸軍師團",""
"0xc89ab","C7%-14s","","純格式符"
"0xc89bb","%14s","","純格式符"
"0xc89c0","%-12s","","純格式符"
"0xc89c6","Force%9d","部隊%9d",""
"0xc89e1","None","無",""
"0xc89e6","Duty %9s","任務%9s",""
"0xc89ef","Pts. %7d/1","點數%7d/1",""
"0xc89fe","Pts. %9s","點數%9s",""
"0xc8a07"," Command"," 命令",""
"0xc8a10"," MOVE"," 移動",""
"0xc8a16"," ASSIGN"," 配屬",""
"0xc8a1e"," BOARD"," 搭乘",""
"0xc8a25"," ORDER"," 命令",""
"0xc8a44"," Command"," 命令",""
"0xc8a4d"," ORDER"," 命令",""
"0xc8a54"," CANCEL"," 取消",""
"0xc8a6e"," FLEET"," 艦隊",""
"0xc8a75"," AIR FORCE"," 航空隊",""
"0xc8a80"," LAND FORCE"," 陸上部隊",""
"0xc8a8c"," SUBMARINE"," 潛艇",""
"0xc8a97"," Select Unit"," 選擇部隊",""
"0xc8ac6","%-10s","","純格式符"
"0xc8ad1","%14s","","純格式符"
"0xc8ad6","%-10s","","純格式符"
"0xc8adc"," Select a unit"," 選擇部隊",""
"0xc8b04","%4s Marines","%4s陸戰隊",""
"0xc8b10","%4s Army Div.","%4s陸軍師團",""
"0xc8b4f","the game?","遊戲嗎？","句片段，承接前文"
"0xc8b59","Until what day of the month?","要到當月幾日為止？",""
"0xc8b92","You cannot pass through land.","無法通過陸地。",""
"0xc8bb0","You may not stop at that base.","無法停泊於該基地。",""
"0xc8bcf","Will you stop at %s Base?","要停泊於%s基地嗎？",""
"0xc8be9","There is no available harbor.","沒有可用的港口。",""
"0xc8c07","  CONFIRM ","   確定   ","置中對齊"
"0xc8c12","You cannot wage an air attack.","無法發動空襲。",""
"0xc8c31","Please enter the course.","請輸入航線。",""
"0xc8c5b","Is this course OK?","此航線可以嗎？",""
"0xc8c6e","leave port","離港",""
"0xc8c79","set sail","出航",""
"0xc8c82","dock at port","入港",""
"0xc8cb1","%-12s","","純格式符"
"0xc8cbb","B5%d","","純格式符"
"0xc8ccd","B=%2d","","純格式符"
"0xc8d0d","%-12s","","純格式符"
"0xc8d25","C%d%2d","","純格式符"
"0xc8d4a","%-12s","","純格式符"
"0xc8d55","B5%d","","純格式符"
"0xc8d5b","C%c%d","","純格式符"
"0xc8d62","C%c%d","","純格式符"
"0xc8d69","C%c%d","","純格式符"
"0xc8d70","C0%d","","純格式符"
"0xc8d89","C0/%2d","","純格式符"
"0xc8d98","C0/%2d","","純格式符"
"0xc8da7","C0/%2d","","純格式符"
"0xc8db5","%3d%%","","純格式符"
"0xc8dc1","Spd %2d","速%2d","Spd=速度"
"0xc8dc9","%4s Fleet","%4s艦隊",""
"0xc8dde","B<%-10s","","純格式符"
"0xc8de6","None","無",""
"0xc8deb","Materials","資材",""
"0xc8df5","%s Army Div.","%s陸軍師團",""
"0xc8e08","Commander","司令",""
"0xc8e12","%-12s ","","純格式符"
"0xc8e19","%-14s","","純格式符"
"0xc8e1f","Duty","任務",""
"0xc8e2f","None","無",""
"0xc8e34","%-12s","","純格式符"
"0xc8e3a","Target: ","目標：",""
"0xc8e43","%-12s","","純格式符"
"0xc8e4f","Area","區域",""
"0xc8e5a","%-12s","","純格式符"
"0xc8e60","Transport","運輸",""
"0xc8e71","1st: ","第1：",""
"0xc8e77","2nd: ","第2：",""
"0xc8e7d","Form.","隊形",""
"0xc8ea6","Not armed with weapons.","尚未裝備武器。",""
"0xc8ebe","ENTER","確定",""
"0xc8ec8","B<%-12s","","純格式符"
"0xc8ed0","%s Class","%s級",""
"0xc8ed9","%-8s %-14s","","純格式符"
"0xc8ee8","B5%d","","純格式符"
"0xc8efa","B=%2d/%2d","","純格式符"
"0xc8f04","%2d/%2d","","純格式符"
"0xc8f0c","%2d/%2d","","純格式符"
"0xc8f14","%2d/%2d","","純格式符"
"0xc8f1c","%2d/%2d","","純格式符"
"0xc8f24","%2d/99","","純格式符"
"0xc8f32","B<%-16s","","純格式符"
"0xc8f3e","B=%2d","","純格式符"
"0xc8f57","%-16s %2d","","純格式符"
"0xc8f61","%19d","","純格式符"
"0xc8f66"," EXECUTE "," 執行 ",""
"0xc8f70"," CANCEL "," 取消 ",""
"0xc8f92"," ENTER "," 確定 ",""
"0xc8f9a","There are no air forces.","沒有航空部隊。",""
"0xc8fb8","B5%-16s","","純格式符"
"0xc8fc4","B=%2d","","純格式符"
"0xc8fd5","%-16s %2d","","純格式符"
"0xc8fdf","%19d","","純格式符"
"0xc8feb","Airfield 1","第1機場",""
"0xc8ff6","Airfield 2","第2機場",""
"0xc9016","C%d%2d","","純格式符"
"0xc901d"," A.F."," 空軍","A.F. 縮寫"
"0xc9031","Airfield 1","第1機場",""
"0xc903c","Airfield 2","第2機場",""
"0xc9047","Commander","司令",""
"0xc9051","%-12s ","","純格式符"
"0xc9058","%-12s","","純格式符"
"0xc905e","Duty","任務",""
"0xc906e","None","無",""
"0xc9076","%s A.F. Airfield %d","%s空軍機場%d",""
"0xc90a6","X@,}Training is not necessary.","X@,}無需訓練。","保留行首控制碼 X@,}"
"0xc90c5"," Select Unit"," 選擇部隊",""
"0xc90e2"," %4s Marines"," %4s陸戰隊",""
"0xc90ef"," %4s Army Div."," %4s陸軍師團",""
"0xc90fe","%s %s has landed.","%s%s已登陸。",""
"0xc9110","%s Army Div. has landed.","%s陸軍師團已登陸。",""
"0xc912a","What will you organize?","要編成什麼？",""
"0xc9142","Where will you move the ship?","要把船艦移往何處？",""
"0xc9173","lThe fleet will be divided.","l艦隊將被分割。","保留行首控制碼 l"
"0xc918f","Warship","軍艦",""
"0xc9197","Airplane","飛機",""
"0xc91a0"," EXECUTE "," 執行 ",""
"0xc91aa"," CANCEL "," 取消 ",""
"0xc91cc","%s fleet","%s艦隊",""
"0xc91d5","Warship","軍艦",""
"0xc91dd","Airplane","飛機",""
"0xc91f9","at the %s.","於%s。",""
"0xc9204","%s fleet","%s艦隊",""
"0xc920d","%s fleet","%s艦隊",""
"0xc9216","Warship","軍艦",""
"0xc921e","Airplane","飛機",""
"0xc9234","%s Transport","%s運輸船",""
"0xc9245","B1%4s Fleet  ","B1%4s 艦隊 ","保留B1控制碼"
"0xc9253","%4s Fleet","%4s 艦隊",""
"0xc926a","Please assign your transports.","請配屬運輸船。",""
"0xc929e","B1%4s Fleet   100   ","B1%4s 艦隊   100  ","保留B1控制碼"
"0xc92b3","%4s Fleet","%4s 艦隊",""
"0xc92f0","Please distribute materials.","請分配物資。",""
"0xc930d"," Organization"," 編制",""
"0xc931b"," FORMATION "," 編隊 ",""
"0xc9327"," SCUTTLE"," 自沉",""
"0xc9330"," FLEET"," 艦隊",""
"0xc9354"," FLEET A.F."," 艦隊航空隊","A.F.=Air Force"
"0xc9360"," BASE A.F."," 基地空軍","A.F.=Air Force"
"0xc9384"," SWITCH "," 切換 ",""
"0xc938d"," MOVE "," 移動 ",""
"0xc9394"," ENTER "," 確定 ",""
"0xc93a8","B1%-16s","","控制碼+純格式符"
"0xc93b0","%-16s","","純格式符"
"0xc93b6","#Pl     Lvl","機數   等級","#Pl=機數 Lvl=等級"
"0xc93e0","Airfield 1","第一機場",""
"0xc93eb","Airfield 2","第二機場",""
"0xc93f6","Airfield 1","第一機場",""
"0xc9401","Airfield 2","第二機場",""
"0xc9417"," %2s %-12s "," %2s %-12s ","純格式符保留原樣"
"0xc9423","%-5s","","純格式符"
"0xc9429","%-12s ","","純格式符"
"0xc9430","%3d/%1d%8d%9d  ","","純格式符"
"0xc9440","None","無",""
"0xc9445","%d/8  %-12s","","純格式符"
"0xc9452","Which ship will you scuttle?","要自沉哪艘軍艦？",""
"0xc948c"," EXECUTE "," 執行 ",""
"0xc9496"," CANCEL "," 取消 ",""
"0xc94b8","   ENTER   ","   確定   ",""
"0xc94d2","Select what you will fix.","請選擇要修理的項目。",""
"0xc94ec","What will you do?","要做什麼？",""
"0xc94fe","Which ship will you fix?","要修理哪艘軍艦？",""
"0xc9532","%-20s","","純格式符"
"0xc9538"," Select one."," 請擇一。",""
"0xc9545"," QUICK"," 快速",""
"0xc954c"," TOTAL"," 全部",""
"0xc9553"," EQUIP"," 裝備",""
"0xc9575","%-12s","","純格式符"
"0xc957b","Repair","修理",""
"0xc9582","Equip ","裝備 ",""
"0xc958d","B1%s","","控制碼+格式符"
"0xc95bf","Mat'l %5d  Budget %5d","物資 %5d  預算 %5d",""
"0xc95d5","There are no available docks.","沒有可用的船塢。",""
"0xc960a","B%c%-16s %2d","","控制碼+格式符"
"0xc961f","%-16s %2d","","純格式符"
"0xc962e","B%c%-16s %2d","","控制碼+格式符"
"0xc9643","%-16s %2d","","純格式符"
"0xc9651","B<Base Materials %5d","B<基地物資 %5d","保留B<控制碼"
"0xc9666","Reserved Trans. %4d","預備運輸船 %4d",""
"0xc967a","Base's Trans.   %4d","基地運輸船   %4d",""
"0xc968e","There are no transports.","沒有運輸船。",""
"0xc96a7"," MATERIALS"," 物資",""
"0xc96b2"," 1ST TRANSPORT"," 第一運輸隊",""
"0xc96c1"," 2ND TRANSPORT"," 第二運輸隊",""
"0xc96d0","What will you supply?","要補給什麼？",""
"0xc96e6"," Supply"," 補給",""
"0xc96ee"," MATERIALS"," 物資",""
"0xc96f9"," AIRCRAFT"," 航空隊",""
"0xc9714","Which will you supply?","要補給哪一項？",""
"0xc9732","%s Army Div.","%s陸軍師團",""
"0xc9754"," Destination"," 目的地",""
"0xc9761","Post","據點",""
"0xc9766","Base","基地",""
"0xc976b"," %-11s %4s (%3s)","","純格式符"
"0xc977c","Where will you move?","要移動到哪裡？",""
"0xc9797","%s Army Div.","%s陸軍師團",""
"0xc97a4","The %s arrived at %s.","%s已抵達%s。",""
"0xc97ba"," Boarding"," 登船中",""
"0xc97c4","1st Trans","第一運輸",""
"0xc97ce","2nd Trans","第二運輸",""
"0xc97e8","%s Fleet","%s艦隊",""
"0xc97f7","%s Army Div.","%s陸軍師團",""
"0xc981f"," Board"," 登船",""
"0xc9826"," %4s Fleet"," %4s 艦隊",""
"0xc9837","%s Army Div.","%s陸軍師團",""
"0xc9844","Finished supplying aircraft.","航空隊補給完成。",""
"0xc9862","Which area will you search?","要搜索哪個海域？",""
"0xc987e","You don't have any scouts.","沒有偵察機。",""
"0xc989a"," Command"," 指揮",""
"0xc98a3"," SEARCH"," 搜索",""
"0xc98ab"," SHELL"," 炮擊",""
"0xc98b2"," STRIKE"," 空襲",""
"0xc98ba"," RE-ARM"," 再裝填",""
"0xc98c2"," ORDER"," 命令",""
"0xc98c9"," INFO"," 情報",""
"0xc98cf","Not delegated.","未委任。",""
"0xc98de","Canceling delegated orders.","取消委任命令。",""
"0xc98fa"," Command"," 指揮",""
"0xc9903"," SEARCH"," 搜索",""
"0xc990b"," RE-ARM"," 再裝填",""
"0xc9913"," STRIKE"," 空襲",""
"0xc991b"," ORDER"," 命令",""
"0xc9922"," INFO"," 情報",""
"0xc9944","Canceling delegated orders.","取消委任命令。",""
"0xc9962"," Command"," 指揮",""
"0xc996b"," ATTACK"," 攻擊",""
"0xc9973"," ORDER"," 命令",""
"0xc998a"," Command"," 指揮",""
"0xc9993"," ORDER"," 命令",""
"0xc999a"," CANCEL"," 取消",""
"0xc99b2","Canceling delegated orders.","取消委任命令。",""
"0xc99d0","gun attack","炮擊",""
"0xc99db","air strike","空襲",""
"0xc99eb","u*u%s Base","u*u%s基地","保留u*u控制碼"
"0xc99f6","%s Post","%s據點",""
"0xc9a05"," Choose a target."," 請選擇目標。",""
"0xc9a17"," BASE"," 基地",""
"0xc9a1d"," FLEET"," 艦隊",""
"0xc9a34"," When? "," 何時？",""
"0xc9a3c"," DAY"," 晝",""
"0xc9a41"," NIGHT"," 夜",""
"0xc9a58","Enter the gun attack target.","請輸入炮擊目標。",""
"0xc9a75","Enter the air strike target.","請輸入空襲目標。",""
"0xc9a99","uThere are no air forces.","u沒有航空隊。","保留u控制碼"
"0xc9ad3","There are no enemy forces.","沒有敵軍。",""
"0xc9aee"," ENTIRE AIR FORCE"," 全部航空隊",""
"0xc9b00","Select the fleet.","請選擇艦隊。",""
"0xc9b12","dock","船塢",""
"0xc9b19","w&vharbor","","控制碼混雜(&v)，不確定"
"0xc9b27","wairfield","w機場","保留w控制碼"
"0xc9b32","(w&wbudget","","控制碼混雜(w&w)，不確定"
"0xc9b3d","materials","物資",""
"0xc9b48","We are building %s right now.","正在建造%s。",""
"0xc9b66","You cannot build any more %ss.","無法再建造%ss。","保留%ss複數字尾"
"0xc9b86","You cannot build %ss.","無法建造%ss。",""
"0xc9b9c","a %s","%s","中文無冠詞"
"0xc9ba1","a %s","%s",""
"0xc9ba6","a %s","%s",""
"0xc9bab","a %s","%s",""
"0xc9bb0","an %s","%s",""
"0xc9bb6","an %s","%s",""
"0xc9bbd","C0%2d","","控制碼+格式符"
"0xc9bc3","Base Trans.","基地運輸船",""
"0xc9bcf","Navy Trans.","海軍運輸船",""
"0xc9bdc","C0%5d","","控制碼+格式符"
"0xc9be2","Base Mat'l","基地物資",""
"0xc9bed","Navy Mat'l","海軍物資",""
